barcode	disease	BAM_path
TCGA-FT-A61P-01A-11R-A30C-07	BLCA	/gscmnt/gc12000/info/alignment_data/imported/C8386B0AF0DB11E3999D94B9F734DB76/all_sequences.bam
TCGA-G2-A2EC-01A-11R-A180-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230836/all_sequences.bam
TCGA-G2-A2EF-01A-12R-A18C-07	BLCA	/gscmnt/gc12003/info/alignment_data/imported/2892230908/all_sequences.bam
TCGA-G2-A2EJ-01A-11R-A180-07	BLCA	/gscmnt/ams1142/info/alignment_data/imported/2892231015/all_sequences.bam
TCGA-G2-A2EK-01A-22R-A18C-07	BLCA	/gscmnt/gc12003/info/alignment_data/imported/2892231013/all_sequences.bam
TCGA-G2-A2EL-01A-12R-A18C-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892231001/all_sequences.bam
TCGA-G2-A2EO-01A-11R-A180-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230997/all_sequences.bam
TCGA-G2-A2ES-01A-11R-A180-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230986/all_sequences.bam
TCGA-G2-A3IB-01A-11R-A20F-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230979/all_sequences.bam
TCGA-G2-A3IE-01A-11R-A20F-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230904/all_sequences.bam
TCGA-G2-A3VY-01A-11R-A22U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892230902/all_sequences.bam
TCGA-GC-A3BM-01A-11R-A22U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892231192/all_sequences.bam
TCGA-GC-A3I6-01A-11R-A20F-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892231229/all_sequences.bam
TCGA-GC-A3OO-01A-11R-A22U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892231225/all_sequences.bam
TCGA-GC-A3RB-01A-12R-A220-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892231188/all_sequences.bam
TCGA-GC-A3RC-01A-11R-A22U-07	BLCA	/gscmnt/gc9007/info/alignment_data/imported/2892248197/all_sequences.bam
TCGA-GC-A3RD-01A-12R-A22U-07	BLCA	/gscmnt/ams1146/info/alignment_data/imported/2892231218/all_sequences.bam
TCGA-GC-A3WC-01A-31R-A22U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892231184/all_sequences.bam
TCGA-GC-A3YS-01A-11R-A23N-07	BLCA	/gscmnt/ams1148/info/alignment_data/imported/2892231202/all_sequences.bam
TCGA-GC-A4ZW-01A-11R-A26T-07	BLCA	/gscmnt/ams1137/info/alignment_data/imported/A2646914F0D711E3B67616E69E5F8EA8/all_sequences.bam
TCGA-GC-A6I1-01A-12R-A31N-07	BLCA	/gscmnt/gc2008/info/alignment_data/imported/11D3C31AF0DA11E3843C9DBBBC145162/all_sequences.bam
TCGA-GC-A6I3-01A-11R-A31N-07	BLCA	/gscmnt/gc2012/info/alignment_data/imported/0AD9CAAE8ABF11E394015F8AA1E20336/all_sequences.bam
TCGA-GD-A2C5-01A-12R-A180-07	BLCA	/gscmnt/gc1400/info/alignment_data/imported/2892231360/all_sequences.bam
TCGA-GD-A3OP-01A-21R-A220-07	BLCA	/gscmnt/ams1100/info/alignment_data/imported/2892231708/all_sequences.bam
TCGA-GD-A3OQ-01A-32R-A220-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892231671/all_sequences.bam
TCGA-GD-A3OS-01A-12R-A220-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892231592/all_sequences.bam
TCGA-GD-A6C6-01A-21R-A31N-07	BLCA	/gscmnt/ams1137/info/alignment_data/imported/8F681B6AF0CA11E380FD978014844BF3/all_sequences.bam
TCGA-GD-A76B-01A-11R-A32O-07	BLCA	/gscmnt/ams1150/info/alignment_data/imported/156BF168F0D111E398620F5BCD34A18E/all_sequences.bam
TCGA-GU-A42P-01A-11R-A23W-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892231712/all_sequences.bam
TCGA-GU-A42Q-01A-11R-A23W-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892231718/all_sequences.bam
TCGA-GU-A42R-01A-11R-A23N-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892231720/all_sequences.bam
TCGA-GU-A762-01A-11R-A33J-07	BLCA	/gscmnt/ams1150/info/alignment_data/imported/1203444CF0DE11E3AEFCBA8F484DA8DA/all_sequences.bam
TCGA-GU-A763-01A-11R-A32O-07	BLCA	/gscmnt/gc2008/info/alignment_data/imported/0C913942F0C011E3A444B4C873908DD0/all_sequences.bam
TCGA-GU-A764-01A-11R-A352-07	BLCA	/gscmnt/gc9007/info/alignment_data/imported/37DB5160F0C911E39180E75FEFC81136/all_sequences.bam
TCGA-GU-A766-01A-11R-A32O-07	BLCA	/gscmnt/ams1150/info/alignment_data/imported/FBFED234F0C811E39068BD781D1F29E3/all_sequences.bam
TCGA-GU-A767-01A-11R-A32O-07	BLCA	/gscmnt/gc1400/info/alignment_data/imported/F1AC6128F0CA11E3BCF0BF792BCC8A0E/all_sequences.bam
TCGA-GV-A3JV-01A-11R-A220-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892231754/all_sequences.bam
TCGA-GV-A3JW-01A-11R-A20F-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892231750/all_sequences.bam
TCGA-GV-A3JX-01A-11R-A20F-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892231793/all_sequences.bam
TCGA-GV-A3JZ-01A-11R-A21D-07	BLCA	/gscmnt/ams1142/info/alignment_data/imported/2892231797/all_sequences.bam
TCGA-GV-A3QF-01A-31R-A22U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892231789/all_sequences.bam
TCGA-GV-A3QG-01A-11R-A220-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892231785/all_sequences.bam
TCGA-GV-A3QH-01A-11R-A220-07	BLCA	/gscmnt/ams1176/info/alignment_data/imported/2892231917/all_sequences.bam
TCGA-GV-A3QI-01A-11R-A220-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892231924/all_sequences.bam
TCGA-GV-A3QK-01B-11R-A23N-07	BLCA	/gscmnt/ams1176/info/alignment_data/imported/2892231921/all_sequences.bam
TCGA-GV-A40E-01A-12R-A23N-07	BLCA	/gscmnt/ams1148/info/alignment_data/imported/2892231966/all_sequences.bam
TCGA-GV-A40G-01A-11R-A23N-07	BLCA	/gscmnt/gc12003/info/alignment_data/imported/2892231932/all_sequences.bam
TCGA-GV-A6ZA-01A-12R-A33J-07	BLCA	/gscmnt/gc2006/info/alignment_data/imported/7CE9B92EF0D111E38AC2A8D21DF81985/all_sequences.bam
TCGA-H4-A2HO-01A-11R-A180-07	BLCA	/gscmnt/gc12003/info/alignment_data/imported/2892231935/all_sequences.bam
TCGA-H4-A2HQ-01A-11R-A180-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892231942/all_sequences.bam
TCGA-H7-7774-01A-21R-2081-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892784742/all_sequences.bam
TCGA-H7-8501-01A-11R-2403-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/fda1e068d388436282fc806edbc99472/all_sequences.bam
TCGA-H7-8502-01A-11R-2403-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/26e7a06249fc449ca310749719f4eb5c/all_sequences.bam
TCGA-H7-A6C4-01A-11R-A30B-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/5ffd8569e16640b1846ec7a0767c7180/all_sequences.bam
TCGA-H7-A76A-01A-51R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/0abcb0669fab42dfa6c030fcb02ef82e/all_sequences.bam
TCGA-HD-7229-01A-11R-2016-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892784746/all_sequences.bam
TCGA-HD-7753-01A-11R-2081-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892784758/all_sequences.bam
TCGA-HD-7754-01A-11R-2081-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892785056/all_sequences.bam
TCGA-HD-7831-01A-11R-2132-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892785072/all_sequences.bam
TCGA-HD-7832-01A-11R-2132-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892785085/all_sequences.bam
TCGA-HD-7917-01A-11R-2232-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892785053/all_sequences.bam
TCGA-HD-8224-01A-11R-2403-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/bfa7765e4008463b99a9302cdb633c1c/all_sequences.bam
TCGA-HD-8314-01A-11R-2403-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/f35f589f7d6548c1a2891b391aa13739/all_sequences.bam
TCGA-HD-8634-01A-11R-2403-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/c8264c2251a4475e9017799d930e0b30/all_sequences.bam
TCGA-HD-8635-01A-11R-2403-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/32b9a38ba5bd4ffca67ad27c10f0e237/all_sequences.bam
TCGA-HD-A4C1-01A-11R-A24H-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/553369186470485d8611b57f80065e3b/all_sequences.bam
TCGA-HD-A633-01A-11R-A28V-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/12a7702e0e67407cb63de47632678f86/all_sequences.bam
TCGA-HD-A634-01A-11R-A28V-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/d4567cccd47146f1845acdda6a5458f1/all_sequences.bam
TCGA-HD-A6I0-01A-11R-A31N-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/78ee356dfcf741afb359c1ef3d6c9235/all_sequences.bam
TCGA-HL-7533-01A-11R-2232-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/62e0859af8f4419d9941d83009cafab2/all_sequences.bam
TCGA-HQ-A2OE-01A-11R-A206-07	BLCA	/gscmnt/gc8003/info/alignment_data/imported/2892231938/all_sequences.bam
TCGA-HQ-A2OF-01A-11R-A26T-07	BLCA	/gscmnt/gc12000/info/alignment_data/imported/9E1C1764F0C611E39C9B22A17C222F62/all_sequences.bam
TCGA-HQ-A5ND-01A-11R-A26T-07	BLCA	/gscmnt/gc2006/info/alignment_data/imported/93C47ED4F0C411E39CE3C58EFA6581CD/all_sequences.bam
TCGA-HQ-A5NE-01A-12R-A28M-07	BLCA	/gscmnt/gc12003/info/alignment_data/imported/B4F0ACEAF0BF11E381C79213AF71F92F/all_sequences.bam
TCGA-IQ-7630-01A-11R-2081-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892785176/all_sequences.bam
TCGA-IQ-7631-01A-11R-2081-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892785093/all_sequences.bam
TCGA-IQ-7632-01A-11R-2081-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892785102/all_sequences.bam
TCGA-IQ-A61E-01A-22R-A30B-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/0f20acf178504a55aa174229f96115fd/all_sequences.bam
TCGA-IQ-A61G-01A-11R-A30B-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2a6478f6062340d2b508e4214003b3f8/all_sequences.bam
TCGA-IQ-A61H-01A-11R-A30B-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/03d646b2c5924bebb0bc6aaf51ec19fd/all_sequences.bam
TCGA-IQ-A61I-01A-11R-A30B-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/d9cbeca637ca4e4293d83d0023e59dc3/all_sequences.bam
TCGA-IQ-A61J-01A-11R-A30B-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/15848f57d11244e8ba8cdd8ab28d7aab/all_sequences.bam
TCGA-IQ-A61O-01A-11R-A30B-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/62b3c90488ee48dcb991e4dae2674137/all_sequences.bam
TCGA-IQ-A6SG-01A-12R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/3ca41ac542244d74ae8cebcf69b1c1dd/all_sequences.bam
TCGA-IQ-A6SH-01A-12R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/d2f1f9a9178b45a785fe01a5f7510eb9/all_sequences.bam
TCGA-K4-A3WS-01A-11R-A22U-07	BLCA	/gscmnt/ams1148/info/alignment_data/imported/2892231971/all_sequences.bam
TCGA-K4-A3WU-01B-11R-A23N-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892231946/all_sequences.bam
TCGA-K4-A3WV-01A-11R-A22U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892231953/all_sequences.bam
TCGA-K4-A4AB-01B-12R-A28M-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/78BD706AF0DC11E393FF03F79CBE6A09/all_sequences.bam
TCGA-K4-A4AC-01A-21R-A26T-07	BLCA	/gscmnt/ams1176/info/alignment_data/imported/B5D81606F0D911E39BD92C77243B75AE/all_sequences.bam
TCGA-K4-A54R-01A-11R-A26T-07	BLCA	/gscmnt/gc8000/info/alignment_data/imported/99E5B9FC8AB911E3B959E63B0DD32C65/all_sequences.bam
TCGA-K4-A5RH-01A-11R-A30C-07	BLCA	/gscmnt/gc2009/info/alignment_data/imported/292FB9FEF0BE11E39F7B95327B12F74F/all_sequences.bam
TCGA-K4-A5RI-01A-11R-A28M-07	BLCA	/gscmnt/gc2012/info/alignment_data/imported/BE10829C8ABB11E381C4815696F5D883/all_sequences.bam
TCGA-K4-A5RJ-01A-11R-A28M-07	BLCA	/gscmnt/ams1179/info/alignment_data/imported/D1F681E6F0DA11E3811B37BFBA90B003/all_sequences.bam
TCGA-K4-A6FZ-01A-11R-A31N-07	BLCA	/gscmnt/gc12000/info/alignment_data/imported/47282F32F0C711E385F1CEC419DBCA8B/all_sequences.bam
TCGA-K4-A6MB-01A-11R-A31N-07	BLCA	/gscmnt/ams1137/info/alignment_data/imported/90DFF5BCF0CA11E3B79F95BA7A6F309F/all_sequences.bam
TCGA-K4-A83P-01A-11R-A352-07	BLCA	/gscmnt/ams1150/info/alignment_data/imported/5F77C6D0F0DE11E393C7DDBB0D70A749/all_sequences.bam
TCGA-K4-AAQO-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/0ff110bdca414869844ef4d6a20af7ab/all_sequences.bam
TCGA-KQ-A41N-01A-11R-A33J-07	BLCA	/gscmnt/gc2007/info/alignment_data/imported/19FA1124F0CC11E3B278CEA9A0AAF13F/all_sequences.bam
TCGA-KQ-A41O-01A-12R-A352-07	BLCA	/gscmnt/gc8000/info/alignment_data/imported/70D44112F0BE11E39FCECC8426355566/all_sequences.bam
TCGA-KQ-A41P-01A-12R-A33J-07	BLCA	/gscmnt/gc8000/info/alignment_data/imported/895F05D2F0BE11E38A8F8F54F8962F0C/all_sequences.bam
TCGA-KQ-A41Q-01A-11R-A33J-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/3304D6C0F0DD11E38CFAA5B995AF1DF4/all_sequences.bam
TCGA-KQ-A41R-01A-21R-A352-07	BLCA	/gscmnt/gc8000/info/alignment_data/imported/7D4E20E2F0D811E3A3F6C07A91BF44FD/all_sequences.bam
TCGA-KQ-A41S-01A-12R-A33J-07	BLCA	/gscmnt/ams1137/info/alignment_data/imported/B9CE9E12F0D711E388408096A335416F/all_sequences.bam
TCGA-KU-A66S-01A-21R-A30B-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/54c69f724aa24c0aa37ff06d36c3c61f/all_sequences.bam
TCGA-KU-A66T-01A-11R-A30B-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/ec3157039cb444d086cdc289d4ba9d1f/all_sequences.bam
TCGA-KU-A6H7-01A-11R-A31N-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/8a867baf849f4f54811c1349b332518f/all_sequences.bam
TCGA-KU-A6H8-01A-21R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/ecd732a030c041ee9fcdd90ff3474907/all_sequences.bam
TCGA-LC-A66R-01A-41R-A30C-07	BLCA	/gscmnt/gc2006/info/alignment_data/imported/C58E80CEF0D111E399993D04627D1E8C/all_sequences.bam
TCGA-LT-A5Z6-01A-11R-A28M-07	BLCA	/gscmnt/ams1176/info/alignment_data/imported/4AB2B0C0F0D911E3A827FD5FE2D90427/all_sequences.bam
TCGA-LT-A8JT-01A-11R-A36F-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/f10c9b5c05e7458182af343e275797d7/all_sequences.bam
TCGA-MT-A51W-01A-21R-A266-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/c8d95f9c652e414494cc6b6fad1b5063/all_sequences.bam
TCGA-MT-A51X-01A-11R-A266-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/55dc91068284427d86ccf3071fd403e6/all_sequences.bam
TCGA-MT-A67A-01A-11R-A30B-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2de6473b7e324c0a9294d599d2cb27a1/all_sequences.bam
TCGA-MT-A67D-01A-31R-A30B-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/1add26f368244c84837134afec070698/all_sequences.bam
TCGA-MT-A67F-01A-11R-A30B-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/0534f1b611cd4398a1c005f493c968f3/all_sequences.bam
TCGA-MT-A7BN-01A-12R-A34R-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/af972890a8ea40a38bbd66c74b07c017/all_sequences.bam
TCGA-MV-A51V-01A-11R-A26T-07	BLCA	/gscmnt/gc2009/info/alignment_data/imported/AEFEEB82F0BD11E3BF0B7D95977CD2BE/all_sequences.bam
TCGA-MZ-A5BI-01A-31R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/423c842979704df5bbef54a492b7ab23/all_sequences.bam
TCGA-MZ-A6I9-01A-11R-A31N-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/89b4a6758402418aafb420b59bf30568/all_sequences.bam
TCGA-MZ-A7D7-01A-21R-A34R-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/97e8d4ee7a464186bd74c037299c3657/all_sequences.bam
TCGA-P3-A5Q5-01A-11R-A28V-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/96e62762297f4dcb946cd7cb26d61442/all_sequences.bam
TCGA-P3-A5Q6-01A-11R-A28V-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/d9721239d195447ebf5aae778f9f887c/all_sequences.bam
TCGA-P3-A5QA-01A-11R-A28V-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/77f8d1f0abaf4855a66d0efa1b6c9473/all_sequences.bam
TCGA-P3-A5QE-01A-11R-A28V-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/48db504f71614d43a5cdf2ecaa49d638/all_sequences.bam
TCGA-P3-A5QF-01A-11R-A28V-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/20557ebc8ff54aa88d6b68b599694f63/all_sequences.bam
TCGA-P3-A6SW-01A-11R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/3a4c46666b3c45edbc6683c6758c0b81/all_sequences.bam
TCGA-P3-A6SX-01A-11R-A34R-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/771dea9336cc4b5c96141323cfd48948/all_sequences.bam
TCGA-P3-A6T0-01A-12R-A34R-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/bd9a28e2dc794ce0bf477ae50988a02f/all_sequences.bam
TCGA-P3-A6T2-01A-11R-A34R-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/bd5b770081b642dfa87dbaebabd1913e/all_sequences.bam
TCGA-P3-A6T3-01A-11R-A34R-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/27cb0566e6824e6888aa3b675851e41a/all_sequences.bam
TCGA-P3-A6T4-01A-11R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/5067409ab934480d9e35d501ac18ccae/all_sequences.bam
TCGA-P3-A6T5-01A-11R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/cd4c24d755ae492dac6e3b99e9910746/all_sequences.bam
TCGA-P3-A6T6-01A-11R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/ea6e041baadd446f8c2f1a62ae48407a/all_sequences.bam
TCGA-P3-A6T7-01A-11R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/0e0f87c72ffb4c59b1e1a321091e5ef0/all_sequences.bam
TCGA-P3-A6T8-01A-11R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/a407c4ba8839467eb4269449c9e64c9e/all_sequences.bam
TCGA-PQ-A6FI-01A-11R-A31N-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/1C8AD2DCF0DD11E389B2829E1815E5B7/all_sequences.bam
TCGA-PQ-A6FN-01A-11R-A31N-07	BLCA	/gscmnt/ams1179/info/alignment_data/imported/F05510CEF0D211E38AB620039939E0D1/all_sequences.bam
TCGA-QK-A64Z-01A-11R-A30B-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/e9a2035d5f78463b9911ac11aa55213e/all_sequences.bam
TCGA-QK-A652-01A-11R-A30B-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/37b2b572bc534760a292efc86a065b88/all_sequences.bam
TCGA-QK-A6IH-01A-11R-A31N-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/98e935bac59044e9b427b6cec19c038b/all_sequences.bam
TCGA-QK-A6II-01A-11R-A31N-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/adc092c4ca934df0b9c0fd5d6b8974cd/all_sequences.bam
TCGA-QK-A6IJ-01A-11R-A31N-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/c3c58d642ad340029a40c19fcb8adb13/all_sequences.bam
TCGA-QK-A6V9-01A-11R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/223e4e27b92c467094d98706cd7e6f90/all_sequences.bam
TCGA-QK-A6VB-01A-12R-A34R-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/bf167f434159468e85711bd60b730ef2/all_sequences.bam
TCGA-QK-A6VC-01A-23R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/ba20669654ee451495db7ef42312621c/all_sequences.bam
TCGA-R3-A69X-01A-22R-A30C-07	BLCA	/gscmnt/gc2009/info/alignment_data/imported/CD8123FEF0BD11E38E6FB4F9873F043D/all_sequences.bam
TCGA-RS-A6TO-01A-32R-A34R-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/b5b2c745c9c94d2fba433d757de5ce7e/all_sequences.bam
TCGA-RS-A6TP-01A-12R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/72fd28497c8a4833bf6ae91ba0c2220a/all_sequences.bam
TCGA-S5-A6DX-01A-11R-A31N-07	BLCA	/gscmnt/gc2009/info/alignment_data/imported/22C8BFA4F0D511E3AE9EF3C1FA2743A8/all_sequences.bam
TCGA-S5-AA26-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/2541ddbfaf6f4084bdf2529b4126fc54/all_sequences.bam
TCGA-SY-A9G0-01A-12R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/41ff0febb4b346339f08f04faaf9c8c5/all_sequences.bam
TCGA-SY-A9G5-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/b1f4551b58344204a1c9f9a5731dccaa/all_sequences.bam
TCGA-T2-A6WX-01A-12R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/e7179fc41064489c97a20bc6c30c1e94/all_sequences.bam
TCGA-T2-A6WZ-01A-21R-A34R-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/07c8b150a6f3439eb87d260bcd98c74a/all_sequences.bam
TCGA-T2-A6X0-01A-11R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/c58c80e211384fb6b18711aa9c12d89a/all_sequences.bam
TCGA-T2-A6X2-01A-12R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/f262b35d18224a3e9a7489cd66ba0c3d/all_sequences.bam
TCGA-TN-A7HI-01A-11R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/1482a3f8ae464500b3584ff43d856a55/all_sequences.bam
TCGA-TN-A7HJ-01A-12R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/97cfae01bfde4d1e9ecb4a9b36719811/all_sequences.bam
TCGA-TN-A7HL-01A-11R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/c811c259f08e4610980efbea4fe6345b/all_sequences.bam
TCGA-UF-A718-01A-22R-A34R-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/9c495be26e574f82b6c0b5c8ed7d7fd5/all_sequences.bam
TCGA-UF-A719-01A-12R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/e0d7022a282647eb89dc0620bfaf5668/all_sequences.bam
TCGA-UF-A71A-01A-22R-A34R-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/0075b4b5eee14816bfcb52f457e58183/all_sequences.bam
TCGA-UF-A71B-01A-12R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/233b9b4caec449e08e88adf70061bd28/all_sequences.bam
TCGA-UF-A71D-01A-12R-A34R-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/151338df2fed4c07a0c9f09d47d7b810/all_sequences.bam
TCGA-UF-A71E-01A-31R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/b4a3140a67764b2f96cc2e4fbaf96953/all_sequences.bam
TCGA-UF-A7J9-01A-12R-A34R-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/0e22e1d593f643ef92279c1e03ea8ca1/all_sequences.bam
TCGA-UF-A7JA-01A-12R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/b45af60a4f4e426c865dbed7ac4e4347/all_sequences.bam
TCGA-UF-A7JC-01A-21R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/72f062f45bbf4fa3947c3b929db2ce0a/all_sequences.bam
TCGA-UF-A7JD-01A-11R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/c65b660caed94a5d8f41cd1b79447b77/all_sequences.bam
TCGA-UF-A7JF-01A-11R-A34R-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/a704941498d14dbdafd950b6b658659c/all_sequences.bam
TCGA-UF-A7JJ-01A-11R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/60cc269e86d2486e964fe42b83ac42f4/all_sequences.bam
TCGA-UF-A7JK-01A-11R-A34R-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/fab0d9e504844db89639cf571be4e794/all_sequences.bam
TCGA-UF-A7JO-01A-11R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/52fcdd74fd5142afbbdf3cc3e795c32b/all_sequences.bam
TCGA-UF-A7JS-01A-11R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/1630bd33631045d4b0ff0b272ffced71/all_sequences.bam
TCGA-UF-A7JT-01A-11R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2a76d412aad942dd99131c97ddc38859/all_sequences.bam
TCGA-UF-A7JV-01A-11R-A34R-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/3ee6289e8feb4bc48eeb8714a5db7cc1/all_sequences.bam
